"","BUYER_COUNTY","BUYER_STATE","year","count","DOSAGE_UNIT","countyfips"
"5719","COSHOCTON","OH",2006,1795,754730,"39031"
"5720","COSHOCTON","OH",2007,2085,933900,"39031"
"5721","COSHOCTON","OH",2008,2255,969030,"39031"
"5722","COSHOCTON","OH",2009,2255,1047730,"39031"
"5723","COSHOCTON","OH",2010,2381,1156820,"39031"
"5724","COSHOCTON","OH",2011,2759,1236790,"39031"
"5725","COSHOCTON","OH",2012,2886,1288180,"39031"
"5726","COSHOCTON","OH",2013,3242,1321080,"39031"
"5727","COSHOCTON","OH",2014,2760,1359070,"39031"
"5728","COTTON","OK",2006,432,103510,"40033"
"5729","COTTON","OK",2007,433,118270,"40033"
"5730","COTTON","OK",2008,456,136560,"40033"
"5731","COTTON","OK",2009,446,140660,"40033"
"5732","COTTON","OK",2010,381,117480,"40033"
"5733","COTTON","OK",2011,603,180300,"40033"
"5734","COTTON","OK",2012,764,209920,"40033"
"5735","COTTON","OK",2013,646,283210,"40033"
"5736","COTTON","OK",2014,355,260330,"40033"
"5737","COTTONWOOD","MN",2006,822,146200,"27033"
"5738","COTTONWOOD","MN",2007,1004,189700,"27033"
"5739","COTTONWOOD","MN",2008,974,198740,"27033"
"5740","COTTONWOOD","MN",2009,930,208000,"27033"
"5741","COTTONWOOD","MN",2010,1006,215600,"27033"
"5742","COTTONWOOD","MN",2011,1205,260060,"27033"
"5743","COTTONWOOD","MN",2012,1270,281150,"27033"
"5744","COTTONWOOD","MN",2013,1254,291730,"27033"
"5745","COTTONWOOD","MN",2014,1118,270800,"27033"
"5746","COVINGTON","AL",2006,4360,1861010,"01039"
"5747","COVINGTON","AL",2007,4509,2185550,"01039"
"5748","COVINGTON","AL",2008,4714,2346850,"01039"
"5749","COVINGTON","AL",2009,4896,2490610,"01039"
"5750","COVINGTON","AL",2010,5915,2943268,"01039"
"5751","COVINGTON","AL",2011,6032,3095700,"01039"
"5752","COVINGTON","AL",2012,6571,3145730,"01039"
"5753","COVINGTON","AL",2013,7118,3429280,"01039"
"5754","COVINGTON","AL",2014,6400,3641460,"01039"
"5755","COVINGTON","MS",2006,1482,505260,"28031"
"5756","COVINGTON","MS",2007,1785,581370,"28031"
"5757","COVINGTON","MS",2008,2138,678860,"28031"
"5758","COVINGTON","MS",2009,2264,752080,"28031"
"5759","COVINGTON","MS",2010,2705,884290,"28031"
"5760","COVINGTON","MS",2011,3277,1134700,"28031"
"5761","COVINGTON","MS",2012,3191,1264920,"28031"
"5762","COVINGTON","MS",2013,3223,1306880,"28031"
"5763","COVINGTON","MS",2014,2555,1191820,"28031"
"5764","COVINGTON CITY","VA",2006,1723,429460,"51580"
"5765","COVINGTON CITY","VA",2007,1939,545320,"51580"
"5766","COVINGTON CITY","VA",2008,1853,617200,"51580"
"5767","COVINGTON CITY","VA",2009,1916,670510,"51580"
"5768","COVINGTON CITY","VA",2010,1815,683170,"51580"
"5769","COVINGTON CITY","VA",2011,1930,777480,"51580"
"5770","COVINGTON CITY","VA",2012,1983,788550,"51580"
"5771","COVINGTON CITY","VA",2013,2135,754920,"51580"
"5772","COVINGTON CITY","VA",2014,1397,652600,"51580"
"5773","COWETA","GA",2006,7827,2482850,"13077"
"5774","COWETA","GA",2007,8881,2881895,"13077"
"5775","COWETA","GA",2008,10257,3200200,"13077"
"5776","COWETA","GA",2009,10763,3710070,"13077"
"5777","COWETA","GA",2010,11818,4119360,"13077"
"5778","COWETA","GA",2011,14031,5039760,"13077"
"5779","COWETA","GA",2012,13321,4585310,"13077"
"5780","COWETA","GA",2013,12569,4469230,"13077"
"5781","COWETA","GA",2014,9157,4757590,"13077"
"5782","COWLEY","KS",2006,3409,1149570,"20035"
"5783","COWLEY","KS",2007,4084,1428150,"20035"
"5784","COWLEY","KS",2008,4747,1586830,"20035"
"5785","COWLEY","KS",2009,5212,1694460,"20035"
"5786","COWLEY","KS",2010,5469,1789800,"20035"
"5787","COWLEY","KS",2011,5939,1903720,"20035"
"5788","COWLEY","KS",2012,5877,1906000,"20035"
"5789","COWLEY","KS",2013,5281,1796900,"20035"
"5790","COWLEY","KS",2014,4267,1790750,"20035"
"5791","COWLITZ","WA",2006,10803,4324888,"53015"
"5792","COWLITZ","WA",2007,11603,4840838,"53015"
"5793","COWLITZ","WA",2008,11663,5215848,"53015"
"5794","COWLITZ","WA",2009,12525,5193940,"53015"
"5795","COWLITZ","WA",2010,13347,5355520,"53015"
"5796","COWLITZ","WA",2011,12957,5588530,"53015"
"5797","COWLITZ","WA",2012,12335,5647460,"53015"
"5798","COWLITZ","WA",2013,12824,5645180,"53015"
"5799","COWLITZ","WA",2014,12298,5808600,"53015"
"5800","CRAIG","OK",2006,1498,459220,"40035"
"5801","CRAIG","OK",2007,1687,536730,"40035"
"5802","CRAIG","OK",2008,1862,612820,"40035"
"5803","CRAIG","OK",2009,1904,663860,"40035"
"5804","CRAIG","OK",2010,1811,595400,"40035"
"5805","CRAIG","OK",2011,1874,637530,"40035"
"5806","CRAIG","OK",2012,1770,626310,"40035"
"5807","CRAIG","OK",2013,1650,591080,"40035"
"5808","CRAIG","OK",2014,1397,631640,"40035"
"5809","CRAIG","VA",2006,376,125300,"51045"
"5810","CRAIG","VA",2007,384,144930,"51045"
"5811","CRAIG","VA",2008,376,137390,"51045"
"5812","CRAIG","VA",2009,428,166030,"51045"
"5813","CRAIG","VA",2010,439,151620,"51045"
"5814","CRAIG","VA",2011,492,175330,"51045"
"5815","CRAIG","VA",2012,466,188160,"51045"
"5816","CRAIG","VA",2013,569,208690,"51045"
"5817","CRAIG","VA",2014,560,212100,"51045"
"5818","CRAIGHEAD","AR",2006,12533,3798400,"05031"
"5819","CRAIGHEAD","AR",2007,13779,4281486,"05031"
"5820","CRAIGHEAD","AR",2008,15193,4765200,"05031"
"5821","CRAIGHEAD","AR",2009,15861,5164762,"05031"
"5822","CRAIGHEAD","AR",2010,16360,5233866,"05031"
"5823","CRAIGHEAD","AR",2011,15998,5320260,"05031"
"5824","CRAIGHEAD","AR",2012,16357,5570950,"05031"
"5825","CRAIGHEAD","AR",2013,14416,5506400,"05031"
"5826","CRAIGHEAD","AR",2014,10348,5606190,"05031"
"5827","CRANE","TX",2006,162,55600,"48103"
"5828","CRANE","TX",2007,186,64700,"48103"
"5829","CRANE","TX",2008,277,86200,"48103"
"5830","CRANE","TX",2009,249,82300,"48103"
"5831","CRANE","TX",2010,269,103100,"48103"
"5832","CRANE","TX",2011,377,132900,"48103"
"5833","CRANE","TX",2012,367,162710,"48103"
"5834","CRANE","TX",2013,325,166730,"48103"
"5835","CRANE","TX",2014,243,146590,"48103"
"5836","CRAVEN","NC",2006,8816,3804310,"37049"
"5837","CRAVEN","NC",2007,10204,4384100,"37049"
"5838","CRAVEN","NC",2008,12059,4707040,"37049"
"5839","CRAVEN","NC",2009,13195,5319630,"37049"
"5840","CRAVEN","NC",2010,13843,5505270,"37049"
"5841","CRAVEN","NC",2011,15689,6163460,"37049"
"5842","CRAVEN","NC",2012,15980,6702620,"37049"
"5843","CRAVEN","NC",2013,16842,6431530,"37049"
"5844","CRAVEN","NC",2014,14435,5899530,"37049"
"5845","CRAWFORD","AR",2006,7106,2612380,"05033"
"5846","CRAWFORD","AR",2007,7990,2982230,"05033"
"5847","CRAWFORD","AR",2008,8796,3522360,"05033"
"5848","CRAWFORD","AR",2009,9082,3687960,"05033"
"5849","CRAWFORD","AR",2010,10197,4135980,"05033"
"5850","CRAWFORD","AR",2011,10416,4489070,"05033"
"5851","CRAWFORD","AR",2012,10852,4862520,"05033"
"5852","CRAWFORD","AR",2013,9991,4610330,"05033"
"5853","CRAWFORD","AR",2014,7559,4697220,"05033"
"5854","CRAWFORD","GA",2006,206,71400,"13079"
"5855","CRAWFORD","GA",2007,242,90110,"13079"
"5856","CRAWFORD","GA",2008,300,122300,"13079"
"5857","CRAWFORD","GA",2009,313,110780,"13079"
"5858","CRAWFORD","GA",2010,562,189050,"13079"
"5859","CRAWFORD","GA",2011,543,183000,"13079"
"5860","CRAWFORD","GA",2012,552,187200,"13079"
"5861","CRAWFORD","GA",2013,419,176700,"13079"
"5862","CRAWFORD","GA",2014,428,194300,"13079"
"5863","CRAWFORD","IA",2006,807,215600,"19047"
"5864","CRAWFORD","IA",2007,926,256890,"19047"
"5865","CRAWFORD","IA",2008,956,284990,"19047"
"5866","CRAWFORD","IA",2009,1108,326220,"19047"
"5867","CRAWFORD","IA",2010,1342,329790,"19047"
"5868","CRAWFORD","IA",2011,1404,342470,"19047"
"5869","CRAWFORD","IA",2012,1180,357720,"19047"
"5870","CRAWFORD","IA",2013,1250,335350,"19047"
"5871","CRAWFORD","IA",2014,1140,353360,"19047"
"5872","CRAWFORD","IL",2006,1722,624300,"17033"
"5873","CRAWFORD","IL",2007,1947,742400,"17033"
"5874","CRAWFORD","IL",2008,2367,850100,"17033"
"5875","CRAWFORD","IL",2009,2570,844100,"17033"
"5876","CRAWFORD","IL",2010,2813,830760,"17033"
"5877","CRAWFORD","IL",2011,2928,867560,"17033"
"5878","CRAWFORD","IL",2012,2803,817840,"17033"
"5879","CRAWFORD","IL",2013,2945,849530,"17033"
"5880","CRAWFORD","IL",2014,1927,714600,"17033"
"5881","CRAWFORD","IN",2006,423,202100,"18025"
"5882","CRAWFORD","IN",2007,559,317400,"18025"
"5883","CRAWFORD","IN",2008,526,336700,"18025"
"5884","CRAWFORD","IN",2009,526,369820,"18025"
"5885","CRAWFORD","IN",2010,548,385700,"18025"
"5886","CRAWFORD","IN",2011,603,419000,"18025"
"5887","CRAWFORD","IN",2012,623,431100,"18025"
"5888","CRAWFORD","IN",2013,550,409600,"18025"
"5889","CRAWFORD","IN",2014,331,337400,"18025"
"5890","CRAWFORD","KS",2006,4733,1217320,"20037"
"5891","CRAWFORD","KS",2007,5449,1442090,"20037"
"5892","CRAWFORD","KS",2008,5904,1626500,"20037"
"5893","CRAWFORD","KS",2009,5730,1751370,"20037"
"5894","CRAWFORD","KS",2010,6044,1922120,"20037"
"5895","CRAWFORD","KS",2011,6344,2155940,"20037"
"5896","CRAWFORD","KS",2012,5871,2223310,"20037"
"5897","CRAWFORD","KS",2013,6115,2123930,"20037"
"5898","CRAWFORD","KS",2014,5343,2138800,"20037"
"5899","CRAWFORD","MI",2006,2208,886000,"26039"
"5900","CRAWFORD","MI",2007,2211,960400,"26039"
"5901","CRAWFORD","MI",2008,2157,967400,"26039"
"5902","CRAWFORD","MI",2009,2060,989230,"26039"
"5903","CRAWFORD","MI",2010,2031,925190,"26039"
"5904","CRAWFORD","MI",2011,2348,1014000,"26039"
"5905","CRAWFORD","MI",2012,2431,1043300,"26039"
"5906","CRAWFORD","MI",2013,2231,1051050,"26039"
"5907","CRAWFORD","MI",2014,2031,990760,"26039"
"5908","CRAWFORD","MO",2006,2422,763340,"29055"
"5909","CRAWFORD","MO",2007,2951,873430,"29055"
"5910","CRAWFORD","MO",2008,3515,1006700,"29055"
"5911","CRAWFORD","MO",2009,3555,1105760,"29055"
"5912","CRAWFORD","MO",2010,3757,1189400,"29055"
"5913","CRAWFORD","MO",2011,3515,1282470,"29055"
"5914","CRAWFORD","MO",2012,3496,1309770,"29055"
"5915","CRAWFORD","MO",2013,3219,1220900,"29055"
"5916","CRAWFORD","MO",2014,2635,1164520,"29055"
"5917","CRAWFORD","OH",2006,3080,1322000,"39033"
"5918","CRAWFORD","OH",2007,3223,1541900,"39033"
"5919","CRAWFORD","OH",2008,3621,1772450,"39033"
"5920","CRAWFORD","OH",2009,3876,1805600,"39033"
"5921","CRAWFORD","OH",2010,4293,1829620,"39033"
"5922","CRAWFORD","OH",2011,4624,1877010,"39033"
"5923","CRAWFORD","OH",2012,4296,1684150,"39033"
"5924","CRAWFORD","OH",2013,4357,1627360,"39033"
"5925","CRAWFORD","OH",2014,4152,1765120,"39033"
"5926","CRAWFORD","PA",2006,8222,2604100,"42039"
