"","BUYER_COUNTY","BUYER_STATE","year","count","DOSAGE_UNIT","countyfips"
"21595","ROBERTSON","TX",2006,977,278640,"48395"
"21596","ROBERTSON","TX",2007,873,293370,"48395"
"21597","ROBERTSON","TX",2008,872,293700,"48395"
"21598","ROBERTSON","TX",2009,944,323600,"48395"
"21599","ROBERTSON","TX",2010,1002,321019,"48395"
"21600","ROBERTSON","TX",2011,1183,394860,"48395"
"21601","ROBERTSON","TX",2012,987,406010,"48395"
"21602","ROBERTSON","TX",2013,942,428350,"48395"
"21603","ROBERTSON","TX",2014,739,382190,"48395"
"21604","ROBESON","NC",2006,12613,5665170,"37155"
"21605","ROBESON","NC",2007,13158,6248570,"37155"
"21606","ROBESON","NC",2008,13340,6305151,"37155"
"21607","ROBESON","NC",2009,14840,7006191,"37155"
"21608","ROBESON","NC",2010,16059,7809890,"37155"
"21609","ROBESON","NC",2011,18986,9108360,"37155"
"21610","ROBESON","NC",2012,21171,10294770,"37155"
"21611","ROBESON","NC",2013,24150,10945840,"37155"
"21612","ROBESON","NC",2014,21419,11054040,"37155"
"21613","ROCK","MN",2006,429,146600,"27133"
"21614","ROCK","MN",2007,558,169030,"27133"
"21615","ROCK","MN",2008,634,191840,"27133"
"21616","ROCK","MN",2009,655,218560,"27133"
"21617","ROCK","MN",2010,830,235600,"27133"
"21618","ROCK","MN",2011,725,255500,"27133"
"21619","ROCK","MN",2012,674,238430,"27133"
"21620","ROCK","MN",2013,762,239000,"27133"
"21621","ROCK","MN",2014,780,230500,"27133"
"21622","ROCK","NE",2013,143,25200,"31149"
"21623","ROCK","NE",2014,181,40400,"31149"
"21624","ROCK","WI",2006,11195,5066847,"55105"
"21625","ROCK","WI",2007,13074,5604929,"55105"
"21626","ROCK","WI",2008,14904,6132295,"55105"
"21627","ROCK","WI",2009,16060,6393820,"55105"
"21628","ROCK","WI",2010,16614,6722035,"55105"
"21629","ROCK","WI",2011,17545,7421690,"55105"
"21630","ROCK","WI",2012,19250,8018325,"55105"
"21631","ROCK","WI",2013,20073,7980525,"55105"
"21632","ROCK","WI",2014,18087,7890130,"55105"
"21633","ROCK ISLAND","IL",2006,6660,2423200,"17161"
"21634","ROCK ISLAND","IL",2007,6481,2390030,"17161"
"21635","ROCK ISLAND","IL",2008,7698,2669100,"17161"
"21636","ROCK ISLAND","IL",2009,8315,2954136,"17161"
"21637","ROCK ISLAND","IL",2010,10148,3468080,"17161"
"21638","ROCK ISLAND","IL",2011,11459,3857890,"17161"
"21639","ROCK ISLAND","IL",2012,11439,3955660,"17161"
"21640","ROCK ISLAND","IL",2013,11800,3881340,"17161"
"21641","ROCK ISLAND","IL",2014,9851,3910840,"17161"
"21642","ROCKCASTLE","KY",2006,2474,1130100,"21203"
"21643","ROCKCASTLE","KY",2007,2994,1604730,"21203"
"21644","ROCKCASTLE","KY",2008,3741,1746930,"21203"
"21645","ROCKCASTLE","KY",2009,3952,1792960,"21203"
"21646","ROCKCASTLE","KY",2010,4440,1892220,"21203"
"21647","ROCKCASTLE","KY",2011,4577,2037640,"21203"
"21648","ROCKCASTLE","KY",2012,4764,2078040,"21203"
"21649","ROCKCASTLE","KY",2013,3916,1730130,"21203"
"21650","ROCKCASTLE","KY",2014,3639,1682360,"21203"
"21651","ROCKDALE","GA",2006,7399,2953510,"13247"
"21652","ROCKDALE","GA",2007,7309,3124190,"13247"
"21653","ROCKDALE","GA",2008,8233,3249900,"13247"
"21654","ROCKDALE","GA",2009,8306,3769540,"13247"
"21655","ROCKDALE","GA",2010,8310,4415005,"13247"
"21656","ROCKDALE","GA",2011,9210,5050515,"13247"
"21657","ROCKDALE","GA",2012,9323,5101085,"13247"
"21658","ROCKDALE","GA",2013,9234,4844190,"13247"
"21659","ROCKDALE","GA",2014,7435,4771870,"13247"
"21660","ROCKINGHAM","NC",2006,11779,5180500,"37157"
"21661","ROCKINGHAM","NC",2007,13649,6072300,"37157"
"21662","ROCKINGHAM","NC",2008,14910,6121540,"37157"
"21663","ROCKINGHAM","NC",2009,15089,6569304,"37157"
"21664","ROCKINGHAM","NC",2010,15864,6623890,"37157"
"21665","ROCKINGHAM","NC",2011,16931,7158600,"37157"
"21666","ROCKINGHAM","NC",2012,16558,7506470,"37157"
"21667","ROCKINGHAM","NC",2013,17252,7857940,"37157"
"21668","ROCKINGHAM","NC",2014,13102,7771540,"37157"
"21669","ROCKINGHAM","NH",2006,20386,6991920,"33015"
"21670","ROCKINGHAM","NH",2007,22364,8029390,"33015"
"21671","ROCKINGHAM","NH",2008,22719,8380210,"33015"
"21672","ROCKINGHAM","NH",2009,22916,9367950,"33015"
"21673","ROCKINGHAM","NH",2010,23880,9620690,"33015"
"21674","ROCKINGHAM","NH",2011,25009,10160010,"33015"
"21675","ROCKINGHAM","NH",2012,25460,10138110,"33015"
"21676","ROCKINGHAM","NH",2013,27699,9954690,"33015"
"21677","ROCKINGHAM","NH",2014,26684,10178250,"33015"
"21678","ROCKINGHAM","VA",2006,2172,695000,"51165"
"21679","ROCKINGHAM","VA",2007,2777,815300,"51165"
"21680","ROCKINGHAM","VA",2008,3120,923950,"51165"
"21681","ROCKINGHAM","VA",2009,3435,1067760,"51165"
"21682","ROCKINGHAM","VA",2010,3731,1134260,"51165"
"21683","ROCKINGHAM","VA",2011,4392,1300070,"51165"
"21684","ROCKINGHAM","VA",2012,4602,1396040,"51165"
"21685","ROCKINGHAM","VA",2013,4822,1474170,"51165"
"21686","ROCKINGHAM","VA",2014,4303,1449850,"51165"
"21687","ROCKLAND","NY",2006,14102,5053530,"36087"
"21688","ROCKLAND","NY",2007,15705,5935966,"36087"
"21689","ROCKLAND","NY",2008,17063,6524330,"36087"
"21690","ROCKLAND","NY",2009,17485,6664510,"36087"
"21691","ROCKLAND","NY",2010,17482,7161050,"36087"
"21692","ROCKLAND","NY",2011,17253,7784010,"36087"
"21693","ROCKLAND","NY",2012,16919,7724660,"36087"
"21694","ROCKLAND","NY",2013,15987,6893280,"36087"
"21695","ROCKLAND","NY",2014,13576,6054150,"36087"
"21696","ROCKWALL","TX",2006,4800,1382670,"48397"
"21697","ROCKWALL","TX",2007,5357,1566260,"48397"
"21698","ROCKWALL","TX",2008,5494,1852610,"48397"
"21699","ROCKWALL","TX",2009,5974,2222870,"48397"
"21700","ROCKWALL","TX",2010,6458,2592040,"48397"
"21701","ROCKWALL","TX",2011,6620,3001600,"48397"
"21702","ROCKWALL","TX",2012,6051,2868400,"48397"
"21703","ROCKWALL","TX",2013,5842,3003310,"48397"
"21704","ROCKWALL","TX",2014,4581,2869580,"48397"
"21705","ROGER MILLS","OK",2006,219,75400,"40129"
"21706","ROGER MILLS","OK",2007,257,99890,"40129"
"21707","ROGER MILLS","OK",2008,323,114020,"40129"
"21708","ROGER MILLS","OK",2009,349,111200,"40129"
"21709","ROGER MILLS","OK",2010,266,74041,"40129"
"21710","ROGER MILLS","OK",2011,204,54430,"40129"
"21711","ROGER MILLS","OK",2012,232,62530,"40129"
"21712","ROGER MILLS","OK",2013,206,67900,"40129"
"21713","ROGER MILLS","OK",2014,182,66300,"40129"
"21714","ROGERS","OK",2006,7886,3346770,"40131"
"21715","ROGERS","OK",2007,9496,3898430,"40131"
"21716","ROGERS","OK",2008,11150,4499860,"40131"
"21717","ROGERS","OK",2009,11148,4616990,"40131"
"21718","ROGERS","OK",2010,11835,4945600,"40131"
"21719","ROGERS","OK",2011,12568,5454650,"40131"
"21720","ROGERS","OK",2012,12492,5560778,"40131"
"21721","ROGERS","OK",2013,11662,5559150,"40131"
"21722","ROGERS","OK",2014,10107,5780540,"40131"
"21723","ROLETTE","ND",2006,771,182060,"38079"
"21724","ROLETTE","ND",2007,750,164080,"38079"
"21725","ROLETTE","ND",2008,685,166600,"38079"
"21726","ROLETTE","ND",2009,798,196300,"38079"
"21727","ROLETTE","ND",2010,877,220490,"38079"
"21728","ROLETTE","ND",2011,1028,258530,"38079"
"21729","ROLETTE","ND",2012,1062,327690,"38079"
"21730","ROLETTE","ND",2013,1007,293530,"38079"
"21731","ROLETTE","ND",2014,875,261540,"38079"
"21732","ROOKS","KS",2006,412,122400,"20163"
"21733","ROOKS","KS",2007,606,168200,"20163"
"21734","ROOKS","KS",2008,530,156240,"20163"
"21735","ROOKS","KS",2009,536,176600,"20163"
"21736","ROOKS","KS",2010,557,181400,"20163"
"21737","ROOKS","KS",2011,495,185130,"20163"
"21738","ROOKS","KS",2012,438,175560,"20163"
"21739","ROOKS","KS",2013,456,184700,"20163"
"21740","ROOKS","KS",2014,470,202600,"20163"
"21741","ROOSEVELT","MT",2006,186,136200,"30085"
"21742","ROOSEVELT","MT",2007,174,68100,"30085"
"21743","ROOSEVELT","MT",2008,218,61800,"30085"
"21744","ROOSEVELT","MT",2009,650,162630,"30085"
"21745","ROOSEVELT","MT",2010,771,225800,"30085"
"21746","ROOSEVELT","MT",2011,854,250600,"30085"
"21747","ROOSEVELT","MT",2012,993,275800,"30085"
"21748","ROOSEVELT","MT",2013,1244,299480,"30085"
"21749","ROOSEVELT","MT",2014,1377,317760,"30085"
"21750","ROOSEVELT","NM",2006,1382,439200,"35041"
"21751","ROOSEVELT","NM",2007,1560,506430,"35041"
"21752","ROOSEVELT","NM",2008,1725,544230,"35041"
"21753","ROOSEVELT","NM",2009,1762,503650,"35041"
"21754","ROOSEVELT","NM",2010,1864,520420,"35041"
"21755","ROOSEVELT","NM",2011,1945,611630,"35041"
"21756","ROOSEVELT","NM",2012,1665,568530,"35041"
"21757","ROOSEVELT","NM",2013,1332,536900,"35041"
"21758","ROOSEVELT","NM",2014,1036,487600,"35041"
"21759","ROSCOMMON","MI",2006,3469,1427400,"26143"
"21760","ROSCOMMON","MI",2007,4049,1622990,"26143"
"21761","ROSCOMMON","MI",2008,4410,1790430,"26143"
"21762","ROSCOMMON","MI",2009,4262,1853435,"26143"
"21763","ROSCOMMON","MI",2010,4785,1981110,"26143"
"21764","ROSCOMMON","MI",2011,4884,2057590,"26143"
"21765","ROSCOMMON","MI",2012,4868,2186410,"26143"
"21766","ROSCOMMON","MI",2013,5235,2302130,"26143"
"21767","ROSCOMMON","MI",2014,4256,2294030,"26143"
"21768","ROSEAU","MN",2006,864,248900,"27135"
"21769","ROSEAU","MN",2007,942,269400,"27135"
"21770","ROSEAU","MN",2008,1086,301600,"27135"
"21771","ROSEAU","MN",2009,1233,338840,"27135"
"21772","ROSEAU","MN",2010,1203,349800,"27135"
"21773","ROSEAU","MN",2011,1380,426530,"27135"
"21774","ROSEAU","MN",2012,1294,416080,"27135"
"21775","ROSEAU","MN",2013,1245,409070,"27135"
"21776","ROSEAU","MN",2014,1295,401790,"27135"
"21777","ROSEBUD","MT",2006,446,93800,"30087"
"21778","ROSEBUD","MT",2007,496,104700,"30087"
"21779","ROSEBUD","MT",2008,552,113880,"30087"
"21780","ROSEBUD","MT",2009,664,134700,"30087"
"21781","ROSEBUD","MT",2010,613,139130,"30087"
"21782","ROSEBUD","MT",2011,610,154930,"30087"
"21783","ROSEBUD","MT",2012,635,160800,"30087"
"21784","ROSEBUD","MT",2013,627,163600,"30087"
"21785","ROSEBUD","MT",2014,678,158430,"30087"
"21786","ROSS","OH",2006,7549,3703800,"39141"
"21787","ROSS","OH",2007,8423,4378410,"39141"
"21788","ROSS","OH",2008,9712,4953900,"39141"
"21789","ROSS","OH",2009,10092,5489300,"39141"
"21790","ROSS","OH",2010,11038,5659208,"39141"
"21791","ROSS","OH",2011,11211,5612120,"39141"
"21792","ROSS","OH",2012,11598,5478280,"39141"
"21793","ROSS","OH",2013,12488,5380890,"39141"
"21794","ROSS","OH",2014,10636,5360100,"39141"
"21795","ROUTT","CO",2006,2451,597640,"08107"
"21796","ROUTT","CO",2007,2632,646400,"08107"
"21797","ROUTT","CO",2008,2515,635700,"08107"
"21798","ROUTT","CO",2009,2377,648086,"08107"
"21799","ROUTT","CO",2010,2604,685151,"08107"
"21800","ROUTT","CO",2011,2722,698002,"08107"
"21801","ROUTT","CO",2012,2549,672050,"08107"
"21802","ROUTT","CO",2013,2403,635210,"08107"
"21803","ROUTT","CO",2014,2153,597450,"08107"
"21804","ROWAN","KY",2006,2519,894900,"21205"
"21805","ROWAN","KY",2007,2723,981340,"21205"
"21806","ROWAN","KY",2008,2974,1001120,"21205"
"21807","ROWAN","KY",2009,3427,1170530,"21205"
"21808","ROWAN","KY",2010,3599,1293930,"21205"
"21809","ROWAN","KY",2011,3890,1321890,"21205"
"21810","ROWAN","KY",2012,4170,1349410,"21205"
"21811","ROWAN","KY",2013,3913,1196670,"21205"
"21812","ROWAN","KY",2014,3264,1297460,"21205"
"21813","ROWAN","NC",2006,14718,5179990,"37159"
"21814","ROWAN","NC",2007,15635,5805180,"37159"
"21815","ROWAN","NC",2008,15429,6017920,"37159"
"21816","ROWAN","NC",2009,15238,6501862,"37159"
"21817","ROWAN","NC",2010,15732,6630036,"37159"
"21818","ROWAN","NC",2011,16618,7423500,"37159"
"21819","ROWAN","NC",2012,16499,7414890,"37159"
"21820","ROWAN","NC",2013,16277,7208330,"37159"
"21821","ROWAN","NC",2014,13464,6945980,"37159"
"21822","RUNNELS","TX",2006,1015,298870,"48399"
"21823","RUNNELS","TX",2007,1154,330860,"48399"
"21824","RUNNELS","TX",2008,1286,420750,"48399"
"21825","RUNNELS","TX",2009,1467,453010,"48399"
"21826","RUNNELS","TX",2010,1569,496660,"48399"
"21827","RUNNELS","TX",2011,1563,518170,"48399"
"21828","RUNNELS","TX",2012,1548,531570,"48399"
"21829","RUNNELS","TX",2013,1438,536670,"48399"
"21830","RUNNELS","TX",2014,1093,550300,"48399"
"21831","RUSH","IN",2006,1734,558600,"18139"
"21832","RUSH","IN",2007,2250,738800,"18139"
"21833","RUSH","IN",2008,2393,813090,"18139"
"21834","RUSH","IN",2009,2407,868200,"18139"
"21835","RUSH","IN",2010,2516,909140,"18139"
"21836","RUSH","IN",2011,2483,962700,"18139"
"21837","RUSH","IN",2012,2376,1041500,"18139"
"21838","RUSH","IN",2013,2233,962300,"18139"
"21839","RUSH","IN",2014,1510,730600,"18139"
"21840","RUSH","KS",2006,143,38700,"20165"
"21841","RUSH","KS",2007,189,51600,"20165"
"21842","RUSH","KS",2008,64,13300,"20165"
"21843","RUSH","KS",2009,256,55900,"20165"
"21844","RUSH","KS",2010,284,61500,"20165"
"21845","RUSH","KS",2011,295,64100,"20165"
"21846","RUSH","KS",2012,355,62960,"20165"
"21847","RUSH","KS",2013,341,55600,"20165"
"21848","RUSH","KS",2014,220,55900,"20165"
"21849","RUSK","TX",2006,3152,1069060,"48401"
"21850","RUSK","TX",2007,3626,1176730,"48401"
"21851","RUSK","TX",2008,3848,1272240,"48401"
"21852","RUSK","TX",2009,3939,1378080,"48401"
"21853","RUSK","TX",2010,4476,1568060,"48401"
"21854","RUSK","TX",2011,4641,1804850,"48401"
"21855","RUSK","TX",2012,4411,1820100,"48401"
"21856","RUSK","TX",2013,3820,1848400,"48401"
"21857","RUSK","TX",2014,2428,1670960,"48401"
"21858","RUSK","WI",2006,787,228500,"55107"
"21859","RUSK","WI",2007,1005,284300,"55107"
"21860","RUSK","WI",2008,1192,319500,"55107"
"21861","RUSK","WI",2009,1275,358400,"55107"
"21862","RUSK","WI",2010,1334,357100,"55107"
"21863","RUSK","WI",2011,1518,389850,"55107"
"21864","RUSK","WI",2012,1620,423700,"55107"
"21865","RUSK","WI",2013,1584,429900,"55107"
"21866","RUSK","WI",2014,1413,428600,"55107"
"21867","RUSSELL","AL",2006,5411,1956380,"01113"
"21868","RUSSELL","AL",2007,6202,2284610,"01113"
"21869","RUSSELL","AL",2008,6866,2607500,"01113"
"21870","RUSSELL","AL",2009,6873,2802230,"01113"
"21871","RUSSELL","AL",2010,7267,2810340,"01113"
"21872","RUSSELL","AL",2011,7971,3455270,"01113"
"21873","RUSSELL","AL",2012,8100,3818040,"01113"
"21874","RUSSELL","AL",2013,8026,3594020,"01113"
"21875","RUSSELL","AL",2014,5525,2956780,"01113"
"21876","RUSSELL","KS",2006,249,124200,"20167"
"21877","RUSSELL","KS",2007,396,155000,"20167"
"21878","RUSSELL","KS",2008,390,166630,"20167"
"21879","RUSSELL","KS",2009,534,223140,"20167"
"21880","RUSSELL","KS",2010,658,243260,"20167"
"21881","RUSSELL","KS",2011,572,277500,"20167"
"21882","RUSSELL","KS",2012,501,271860,"20167"
"21883","RUSSELL","KS",2013,517,302300,"20167"
"21884","RUSSELL","KS",2014,540,294020,"20167"
"21885","RUSSELL","KY",2006,2629,1123880,"21207"
"21886","RUSSELL","KY",2007,2590,1180090,"21207"
"21887","RUSSELL","KY",2008,2782,1161890,"21207"
"21888","RUSSELL","KY",2009,2710,1289400,"21207"
"21889","RUSSELL","KY",2010,3067,1533420,"21207"
"21890","RUSSELL","KY",2011,2844,1433280,"21207"
"21891","RUSSELL","KY",2012,2952,1525720,"21207"
"21892","RUSSELL","KY",2013,2961,1494880,"21207"
"21893","RUSSELL","KY",2014,2101,1297130,"21207"
"21894","RUSSELL","VA",2006,4788,2162845,"51167"
"21895","RUSSELL","VA",2007,4892,2337850,"51167"
"21896","RUSSELL","VA",2008,5269,2443100,"51167"
"21897","RUSSELL","VA",2009,5762,2449110,"51167"
"21898","RUSSELL","VA",2010,6172,2612840,"51167"
"21899","RUSSELL","VA",2011,5916,2461010,"51167"
"21900","RUSSELL","VA",2012,5641,2492160,"51167"
"21901","RUSSELL","VA",2013,5319,2378400,"51167"
"21902","RUSSELL","VA",2014,4089,2098860,"51167"
"21903","RUTHERFORD","NC",2006,6822,2622950,"37161"
"21904","RUTHERFORD","NC",2007,7986,2821930,"37161"
"21905","RUTHERFORD","NC",2008,9997,3052800,"37161"
"21906","RUTHERFORD","NC",2009,10101,3399700,"37161"
"21907","RUTHERFORD","NC",2010,12407,3935980,"37161"
"21908","RUTHERFORD","NC",2011,11892,3872200,"37161"
"21909","RUTHERFORD","NC",2012,11461,3938090,"37161"
"21910","RUTHERFORD","NC",2013,10116,3905290,"37161"
"21911","RUTHERFORD","NC",2014,8492,4069510,"37161"
"21912","RUTHERFORD","TN",2006,19862,6487960,"47149"
"21913","RUTHERFORD","TN",2007,22713,7752430,"47149"
"21914","RUTHERFORD","TN",2008,25270,12451120,"47149"
"21915","RUTHERFORD","TN",2009,27307,18568725,"47149"
"21916","RUTHERFORD","TN",2010,30700,25820630,"47149"
"21917","RUTHERFORD","TN",2011,33207,30308975,"47149"
"21918","RUTHERFORD","TN",2012,33049,16340200,"47149"
"21919","RUTHERFORD","TN",2013,33639,14815210,"47149"
"21920","RUTHERFORD","TN",2014,29075,14903320,"47149"
"21921","RUTLAND","VT",2006,4174,1444890,"50021"
"21922","RUTLAND","VT",2007,4925,1626970,"50021"
"21923","RUTLAND","VT",2008,4792,1634720,"50021"
"21924","RUTLAND","VT",2009,4580,1698940,"50021"
"21925","RUTLAND","VT",2010,5163,1743100,"50021"
"21926","RUTLAND","VT",2011,5085,1708620,"50021"
"21927","RUTLAND","VT",2012,4757,1622730,"50021"
"21928","RUTLAND","VT",2013,4924,1542910,"50021"
"21929","RUTLAND","VT",2014,4766,1550080,"50021"
"21930","SABANA GRANDE","PR",2006,170,67800,NA
"21931","SABANA GRANDE","PR",2007,149,68600,NA
"21932","SABANA GRANDE","PR",2008,116,59600,NA
"21933","SABANA GRANDE","PR",2009,152,66800,NA
"21934","SABANA GRANDE","PR",2010,230,101400,NA
"21935","SABANA GRANDE","PR",2011,231,115840,NA
"21936","SABANA GRANDE","PR",2012,202,88330,NA
"21937","SABANA GRANDE","PR",2013,214,82350,NA
"21938","SABANA GRANDE","PR",2014,106,50030,NA
"21939","SABINE","LA",2006,2175,631240,"22085"
"21940","SABINE","LA",2007,2203,633650,"22085"
"21941","SABINE","LA",2008,2280,706380,"22085"
"21942","SABINE","LA",2009,2498,751010,"22085"
"21943","SABINE","LA",2010,2568,846080,"22085"
"21944","SABINE","LA",2011,2965,1026650,"22085"
"21945","SABINE","LA",2012,2857,1079420,"22085"
"21946","SABINE","LA",2013,2618,1067560,"22085"
"21947","SABINE","LA",2014,1479,795350,"22085"
"21948","SABINE","TX",2006,649,311100,"48403"
"21949","SABINE","TX",2007,804,340420,"48403"
"21950","SABINE","TX",2008,817,380150,"48403"
"21951","SABINE","TX",2009,832,372540,"48403"
"21952","SABINE","TX",2010,884,363100,"48403"
"21953","SABINE","TX",2011,1032,403400,"48403"
"21954","SABINE","TX",2012,1077,414830,"48403"
"21955","SABINE","TX",2013,1300,471860,"48403"
"21956","SABINE","TX",2014,700,387840,"48403"
"21957","SAC","IA",2006,300,59490,"19161"
"21958","SAC","IA",2007,358,70330,"19161"
"21959","SAC","IA",2008,397,88800,"19161"
"21960","SAC","IA",2009,362,80500,"19161"
"21961","SAC","IA",2010,431,108200,"19161"
"21962","SAC","IA",2011,501,123900,"19161"
"21963","SAC","IA",2012,528,137400,"19161"
"21964","SAC","IA",2013,575,143600,"19161"
"21965","SAC","IA",2014,460,143200,"19161"
"21966","SACRAMENTO","CA",2006,84260,51648576,"06067"
"21967","SACRAMENTO","CA",2007,90665,58009698,"06067"
"21968","SACRAMENTO","CA",2008,95468,62557127,"06067"
"21969","SACRAMENTO","CA",2009,97494,64297851,"06067"
"21970","SACRAMENTO","CA",2010,99797,62052098,"06067"
"21971","SACRAMENTO","CA",2011,100624,63986936,"06067"
"21972","SACRAMENTO","CA",2012,93943,66794781,"06067"
"21973","SACRAMENTO","CA",2013,91352,64961024,"06067"
"21974","SACRAMENTO","CA",2014,86458,64592090,"06067"
"21975","SAGADAHOC","ME",2006,2377,992410,"23023"
"21976","SAGADAHOC","ME",2007,2474,1161380,"23023"
"21977","SAGADAHOC","ME",2008,2619,1195720,"23023"
"21978","SAGADAHOC","ME",2009,2876,1294850,"23023"
"21979","SAGADAHOC","ME",2010,2957,1320620,"23023"
"21980","SAGADAHOC","ME",2011,3166,1400710,"23023"
"21981","SAGADAHOC","ME",2012,3117,1496420,"23023"
"21982","SAGADAHOC","ME",2013,3058,1380530,"23023"
"21983","SAGADAHOC","ME",2014,2677,1273210,"23023"
"21984","SAGINAW","MI",2006,14104,6194300,"26145"
"21985","SAGINAW","MI",2007,15385,7342970,"26145"
"21986","SAGINAW","MI",2008,17007,8459730,"26145"
"21987","SAGINAW","MI",2009,18010,8539500,"26145"
"21988","SAGINAW","MI",2010,20056,9460320,"26145"
"21989","SAGINAW","MI",2011,22307,10466000,"26145"
"21990","SAGINAW","MI",2012,24018,10546180,"26145"
"21991","SAGINAW","MI",2013,24707,10259640,"26145"
"21992","SAGINAW","MI",2014,17569,10362180,"26145"
"21993","SAGUACHE","CO",2006,6,600,"08109"
"21994","SAGUACHE","CO",2007,1,100,"08109"
"21995","SAGUACHE","CO",2008,1,100,"08109"
"21996","SAGUACHE","CO",2009,9,1700,"08109"
"21997","SAGUACHE","CO",2010,6,600,"08109"
"21998","SAGUACHE","CO",2011,1,500,"08109"
"21999","SAGUACHE","CO",2012,3,700,"08109"
"22000","SAGUACHE","CO",2013,5,1800,"08109"
"22001","SAGUACHE","CO",2014,3,400,"08109"
"22002","SAINT BERNARD","LA",2006,2061,958970,"22087"
"22003","SAINT BERNARD","LA",2007,3506,1833360,"22087"
"22004","SAINT BERNARD","LA",2008,3966,1791490,"22087"
"22005","SAINT BERNARD","LA",2009,4249,1965990,"22087"
"22006","SAINT BERNARD","LA",2010,5600,2247680,"22087"
"22007","SAINT BERNARD","LA",2011,6317,2644880,"22087"
"22008","SAINT BERNARD","LA",2012,7628,3152110,"22087"
"22009","SAINT BERNARD","LA",2013,8796,3870560,"22087"
"22010","SAINT BERNARD","LA",2014,6560,4237280,"22087"
"22011","SAINT CHARLES","LA",2006,4751,1942710,"22089"
"22012","SAINT CHARLES","LA",2007,4899,2058256,"22089"
"22013","SAINT CHARLES","LA",2008,4667,2019890,"22089"
"22014","SAINT CHARLES","LA",2009,5019,2017550,"22089"
"22015","SAINT CHARLES","LA",2010,5393,1964170,"22089"
"22016","SAINT CHARLES","LA",2011,5499,2078200,"22089"
"22017","SAINT CHARLES","LA",2012,5921,2258590,"22089"
"22018","SAINT CHARLES","LA",2013,5658,2209670,"22089"
"22019","SAINT CHARLES","LA",2014,4288,2077030,"22089"
"22020","SAINT CHARLES","MO",2006,21789,6851458,"29183"
"22021","SAINT CHARLES","MO",2007,26434,8108556,"29183"
"22022","SAINT CHARLES","MO",2008,29494,8974500,"29183"
"22023","SAINT CHARLES","MO",2009,30868,9686990,"29183"
"22024","SAINT CHARLES","MO",2010,34911,10856856,"29183"
"22025","SAINT CHARLES","MO",2011,38371,12646030,"29183"
"22026","SAINT CHARLES","MO",2012,40949,13249470,"29183"
"22027","SAINT CHARLES","MO",2013,40813,12988038,"29183"
"22028","SAINT CHARLES","MO",2014,35877,13454430,"29183"
"22029","SAINT CLAIR","AL",2006,6226,2220305,"01115"
"22030","SAINT CLAIR","AL",2007,7239,2558865,"01115"
"22031","SAINT CLAIR","AL",2008,7678,2979175,"01115"
"22032","SAINT CLAIR","AL",2009,8186,3041245,"01115"
"22033","SAINT CLAIR","AL",2010,8921,3226270,"01115"
"22034","SAINT CLAIR","AL",2011,10019,3845210,"01115"
"22035","SAINT CLAIR","AL",2012,10986,4177010,"01115"
"22036","SAINT CLAIR","AL",2013,11872,4466680,"01115"
"22037","SAINT CLAIR","AL",2014,10134,4452830,"01115"
"22038","SAINT CLAIR","IL",2006,14855,5157580,"17163"
"22039","SAINT CLAIR","IL",2007,16687,5900040,"17163"
"22040","SAINT CLAIR","IL",2008,18734,6581230,"17163"
"22041","SAINT CLAIR","IL",2009,20817,7441640,"17163"
"22042","SAINT CLAIR","IL",2010,23993,8365405,"17163"
"22043","SAINT CLAIR","IL",2011,27418,9857640,"17163"
"22044","SAINT CLAIR","IL",2012,26731,10207960,"17163"
"22045","SAINT CLAIR","IL",2013,24755,9340430,"17163"
"22046","SAINT CLAIR","IL",2014,21133,9006660,"17163"
"22047","SAINT CLAIR","MI",2006,14160,4936330,"26147"
"22048","SAINT CLAIR","MI",2007,16203,6014528,"26147"
"22049","SAINT CLAIR","MI",2008,17832,6802540,"26147"
"22050","SAINT CLAIR","MI",2009,18333,7332810,"26147"
"22051","SAINT CLAIR","MI",2010,20424,8005252,"26147"
"22052","SAINT CLAIR","MI",2011,21879,9128990,"26147"
"22053","SAINT CLAIR","MI",2012,21957,9411070,"26147"
"22054","SAINT CLAIR","MI",2013,22587,9179900,"26147"
"22055","SAINT CLAIR","MI",2014,16796,9573090,"26147"
"22056","SAINT CLAIR","MO",2006,417,119000,"29185"
"22057","SAINT CLAIR","MO",2007,484,139300,"29185"
"22058","SAINT CLAIR","MO",2008,496,162300,"29185"
"22059","SAINT CLAIR","MO",2009,550,206300,"29185"
"22060","SAINT CLAIR","MO",2010,584,228000,"29185"
"22061","SAINT CLAIR","MO",2011,689,280900,"29185"
"22062","SAINT CLAIR","MO",2012,727,272400,"29185"
"22063","SAINT CLAIR","MO",2013,812,350080,"29185"
"22064","SAINT CLAIR","MO",2014,688,389300,"29185"
"22065","SAINT CROIX","VI",2006,544,198800,NA
"22066","SAINT CROIX","VI",2007,612,237120,NA
"22067","SAINT CROIX","VI",2008,694,254020,NA
"22068","SAINT CROIX","VI",2009,601,233860,NA
"22069","SAINT CROIX","VI",2010,764,316260,NA
"22070","SAINT CROIX","VI",2011,756,320850,NA
"22071","SAINT CROIX","VI",2012,755,314690,NA
"22072","SAINT CROIX","VI",2013,802,328410,NA
"22073","SAINT CROIX","VI",2014,684,269040,NA
"22074","SAINT CROIX","WI",2006,2417,980407,"55109"
"22075","SAINT CROIX","WI",2007,3219,1160984,"55109"
"22076","SAINT CROIX","WI",2008,3464,1306180,"55109"
