"","Areaname","STCOU","LND010190F","LND010190D","LND010190N1","LND010190N2","LND010200F","LND010200D","LND010200N1","LND010200N2","LND110180F","LND110180D","LND110180N1","LND110180N2","LND110190F","LND110190D","LND110190N1","LND110190N2","LND110200F","LND110200D","LND110200N1","LND110200N2","LND110210F","LND110210D","LND110210N1","LND110210N2","LND210190F","LND210190D","LND210190N1","LND210190N2","LND210200F","LND210200D","LND210200N1","LND210200N2"
"1562","Knox, MO","29103",0,506.8,"0000","0000",0,506.77,"0000","0000",0,506.66,"0000","0000",0,505.73,"0000","0000",0,505.71,"0000","0000",0,504.01,"0000","0000",0,1.07,"0000","0000",0,1.07,"0000","0000"
"1563","Laclede, MO","29105",0,768.03,"0000","0000",0,768,"0000","0000",0,767.54,"0000","0000",0,765.89,"0000","0000",0,765.85,"0000","0000",0,764.72,"0000","0000",0,2.14,"0000","0000",0,2.14,"0000","0000"
"1564","Lafayette, MO","29107",0,638.9,"0000","0000",0,638.86,"0000","0000",0,632.49,"0000","0000",0,629.37,"0000","0000",0,629.31,"0000","0000",0,628.43,"0000","0000",0,9.53,"0000","0000",0,9.55,"0000","0000"
"1565","Lawrence, MO","29109",0,613.42,"0000","0000",0,613.38,"0000","0000",0,613.37,"0000","0000",0,613.12,"0000","0000",0,613.08,"0000","0000",0,611.74,"0000","0000",0,0.3,"0000","0000",0,0.3,"0000","0000"
"1566","Lewis, MO","29111",0,510.88,"0000","0000",0,510.85,"0000","0000",0,508.52,"0000","0000",0,505.05,"0000","0000",0,505.01,"0000","0000",0,505.04,"0000","0000",0,5.83,"0000","0000",0,5.85,"0000","0000"
"1567","Lincoln, MO","29113",0,640.44,"0000","0000",0,640.41,"0000","0000",0,627.49,"0000","0000",0,630.51,"0000","0000",0,630.49,"0000","0000",0,626.56,"0000","0000",0,9.93,"0000","0000",0,9.92,"0000","0000"
"1568","Linn, MO","29115",0,621.5,"0000","0000",0,621.46,"0000","0000",0,619.6,"0000","0000",0,620.39,"0000","0000",0,620.35,"0000","0000",0,615.56,"0000","0000",0,1.11,"0000","0000",0,1.11,"0000","0000"
"1569","Livingston, MO","29117",0,538.51,"0000","0000",0,538.48,"0000","0000",0,536.51,"0000","0000",0,534.64,"0000","0000",0,534.52,"0000","0000",0,532.33,"0000","0000",0,3.87,"0000","0000",0,3.95,"0000","0000"
"1570","McDonald, MO","29119",0,539.74,"0000","0000",0,539.7,"0000","0000",0,540.37,"0000","0000",0,539.55,"0000","0000",0,539.51,"0000","0000",0,539.48,"0000","0000",0,0.19,"0000","0000",0,0.19,"0000","0000"
"1571","Macon, MO","29121",0,812.58,"0000","0000",0,812.53,"0000","0000",0,796.54,"0000","0000",0,803.82,"0000","0000",0,803.77,"0000","0000",0,801.23,"0000","0000",0,8.76,"0000","0000",0,8.76,"0000","0000"
"1572","Madison, MO","29123",0,497.64,"0000","0000",0,497.6,"0000","0000",0,497.21,"0000","0000",0,496.77,"0000","0000",0,496.73,"0000","0000",0,494.39,"0000","0000",0,0.87,"0000","0000",0,0.87,"0000","0000"
"1573","Maries, MO","29125",0,530.01,"0000","0000",0,529.97,"0000","0000",0,528.34,"0000","0000",0,527.8,"0000","0000",0,527.73,"0000","0000",0,526.98,"0000","0000",0,2.21,"0000","0000",0,2.25,"0000","0000"
"1574","Marion, MO","29127",0,444.07,"0000","0000",0,444.05,"0000","0000",0,438.22,"0000","0000",0,438.1,"0000","0000",0,438.07,"0000","0000",0,436.92,"0000","0000",0,5.97,"0000","0000",0,5.97,"0000","0000"
"1575","Mercer, MO","29129",0,455.21,"0000","0000",0,455.18,"0000","0000",0,454.15,"0000","0000",0,454.46,"0000","0000",0,454.18,"0000","0000",0,453.84,"0000","0000",0,0.75,"0000","0000",0,1,"0000","0000"
"1576","Miller, MO","29131",0,599.98,"0000","0000",0,599.94,"0000","0000",0,592.73,"0000","0000",0,592.27,"0000","0000",0,592.26,"0000","0000",0,592.6,"0000","0000",0,7.71,"0000","0000",0,7.69,"0000","0000"
"1577","Mississippi, MO","29133",0,428.93,"0000","0000",0,428.91,"0000","0000",0,409.83,"0000","0000",0,413.18,"0000","0000",0,413.16,"0000","0000",0,411.58,"0000","0000",0,15.75,"0000","0000",0,15.75,"0000","0000"
"1578","Moniteau, MO","29135",0,418.87,"0000","0000",0,418.85,"0000","0000",0,416.71,"0000","0000",0,416.54,"0000","0000",0,416.52,"0000","0000",0,415.03,"0000","0000",0,2.33,"0000","0000",0,2.33,"0000","0000"
"1579","Monroe, MO","29137",0,670.26,"0000","0000",0,670.23,"0000","0000",0,669.92,"0000","0000",0,646.02,"0000","0000",0,645.98,"0000","0000",0,647.65,"0000","0000",0,24.24,"0000","0000",0,24.24,"0000","0000"
"1580","Montgomery, MO","29139",0,541.97,"0000","0000",0,540.34,"0000","0000",0,540.1,"0000","0000",0,538.72,"0000","0000",0,537.46,"0000","0000",0,536.25,"0000","0000",0,3.25,"0000","0000",0,2.88,"0000","0000"
"1581","Morgan, MO","29141",0,613.94,"0000","0000",0,613.89,"0000","0000",0,593.91,"0000","0000",0,597.48,"0000","0000",0,597.41,"0000","0000",0,597.63,"0000","0000",0,16.46,"0000","0000",0,16.48,"0000","0000"
"1582","New Madrid, MO","29143",0,698.07,"0000","0000",0,698.02,"0000","0000",0,658.31,"0000","0000",0,678.06,"0000","0000",0,678.01,"0000","0000",0,674.84,"0000","0000",0,20.01,"0000","0000",0,20.01,"0000","0000"
"1583","Newton, MO","29145",0,626.72,"0000","0000",0,626.66,"0000","0000",0,626.67,"0000","0000",0,626.48,"0000","0000",0,626.42,"0000","0000",0,624.77,"0000","0000",0,0.24,"0000","0000",0,0.24,"0000","0000"
"1584","Nodaway, MO","29147",0,877.81,"0000","0000",0,877.75,"0000","0000",0,875.2,"0000","0000",0,876.68,"0000","0000",0,876.62,"0000","0000",0,876.96,"0000","0000",0,1.13,"0000","0000",0,1.13,"0000","0000"
"1585","Oregon, MO","29149",0,791.65,"0000","0000",0,791.59,"0000","0000",0,792.09,"0000","0000",0,791.47,"0000","0000",0,791.4,"0000","0000",0,789.8,"0000","0000",0,0.18,"0000","0000",0,0.18,"0000","0000"
"1586","Osage, MO","29151",0,613.44,"0000","0000",0,613.41,"0000","0000",0,605.64,"0000","0000",0,606.14,"0000","0000",0,606.11,"0000","0000",0,604.35,"0000","0000",0,7.3,"0000","0000",0,7.3,"0000","0000"
"1587","Ozark, MO","29153",0,755.13,"0000","0000",0,755.07,"0000","0000",0,730.68,"0000","0000",0,746.84,"0000","0000",0,742.15,"0000","0000",0,744.97,"0000","0000",0,8.29,"0000","0000",0,12.92,"0000","0000"
"1588","Pemiscot, MO","29155",0,512.44,"0000","0000",0,512.41,"0000","0000",0,517.49,"0000","0000",0,493.11,"0000","0000",0,493.08,"0000","0000",0,492.54,"0000","0000",0,19.33,"0000","0000",0,19.33,"0000","0000"
"1589","Perry, MO","29157",0,484.3,"0000","0000",0,484.28,"0000","0000",0,473.49,"0000","0000",0,474.69,"0000","0000",0,474.67,"0000","0000",0,474.35,"0000","0000",0,9.61,"0000","0000",0,9.61,"0000","0000"
"1590","Pettis, MO","29159",0,686.38,"0000","0000",0,686.34,"0000","0000",0,686.2,"0000","0000",0,685.03,"0000","0000",0,684.82,"0000","0000",0,682.22,"0000","0000",0,1.35,"0000","0000",0,1.52,"0000","0000"
"1591","Phelps, MO","29161",0,674.32,"0000","0000",0,674.28,"0000","0000",0,673.56,"0000","0000",0,672.89,"0000","0000",0,672.85,"0000","0000",0,671.78,"0000","0000",0,1.43,"0000","0000",0,1.43,"0000","0000"
"1592","Pike, MO","29163",0,684.84,"0000","0000",0,684.81,"0000","0000",0,673.34,"0000","0000",0,672.93,"0000","0000",0,672.82,"0000","0000",0,670.44,"0000","0000",0,11.91,"0000","0000",0,11.99,"0000","0000"
"1593","Platte, MO","29165",0,427.26,"0000","0000",0,427.22,"0000","0000",0,421.11,"0000","0000",0,420.37,"0000","0000",0,420.33,"0000","0000",0,420.19,"0000","0000",0,6.89,"0000","0000",0,6.89,"0000","0000"
"1594","Polk, MO","29167",0,642.51,"0000","0000",0,642.46,"0000","0000",0,636.09,"0000","0000",0,637.25,"0000","0000",0,637.2,"0000","0000",0,635.52,"0000","0000",0,5.26,"0000","0000",0,5.26,"0000","0000"
"1595","Pulaski, MO","29169",0,551.44,"0000","0000",0,551.41,"0000","0000",0,549.88,"0000","0000",0,547.05,"0000","0000",0,547.02,"0000","0000",0,547.1,"0000","0000",0,4.39,"0000","0000",0,4.39,"0000","0000"
"1596","Putnam, MO","29171",0,519.7,"0000","0000",0,519.66,"0000","0000",0,520.47,"0000","0000",0,517.96,"0000","0000",0,517.9,"0000","0000",0,517.32,"0000","0000",0,1.74,"0000","0000",0,1.76,"0000","0000"
"1597","Ralls, MO","29173",0,483.84,"0000","0000",0,483.82,"0000","0000",0,481.57,"0000","0000",0,471.03,"0000","0000",0,471,"0000","0000",0,469.78,"0000","0000",0,12.81,"0000","0000",0,12.82,"0000","0000"
"1598","Randolph, MO","29175",0,487.69,"0000","0000",0,487.65,"0000","0000",0,476.86,"0000","0000",0,482.43,"0000","0000",0,482.32,"0000","0000",0,482.68,"0000","0000",0,5.26,"0000","0000",0,5.33,"0000","0000"
"1599","Ray, MO","29177",0,573.62,"0000","0000",0,573.57,"0000","0000",0,568.43,"0000","0000",0,569.51,"0000","0000",0,569.47,"0000","0000",0,568.81,"0000","0000",0,4.11,"0000","0000",0,4.11,"0000","0000"
"1600","Reynolds, MO","29179",0,814.47,"0000","0000",0,814.41,"0000","0000",0,808.5,"0000","0000",0,811.26,"0000","0000",0,811.2,"0000","0000",0,808.48,"0000","0000",0,3.21,"0000","0000",0,3.21,"0000","0000"
"1601","Ripley, MO","29181",0,631.71,"0000","0000",0,631.66,"0000","0000",0,631.49,"0000","0000",0,629.51,"0000","0000",0,629.47,"0000","0000",0,629.54,"0000","0000",0,2.2,"0000","0000",0,2.2,"0000","0000"
"1602","St. Charles, MO","29183",0,593.54,"0000","0000",0,592.35,"0000","0000",0,557.84,"0000","0000",0,561.44,"0000","0000",0,560.42,"0000","0000",0,560.44,"0000","0000",0,32.1,"0000","0000",0,31.93,"0000","0000"
"1603","St. Clair, MO","29185",0,701.95,"0000","0000",0,701.9,"0000","0000",0,698.51,"0000","0000",0,676.72,"0000","0000",0,676.66,"0000","0000",0,669.98,"0000","0000",0,25.23,"0000","0000",0,25.25,"0000","0000"
"1604","Ste. Genevieve, MO","29186",0,508.96,"0000","0000",0,508.94,"0000","0000",0,503.84,"0000","0000",0,502.42,"0000","0000",0,502.39,"0000","0000",0,499.15,"0000","0000",0,6.54,"0000","0000",0,6.55,"0000","0000"
"1605","St. Francois, MO","29187",0,452.43,"0000","0000",0,452.4,"0000","0000",0,451.11,"0000","0000",0,449.5,"0000","0000",0,449.46,"0000","0000",0,451.89,"0000","0000",0,2.93,"0000","0000",0,2.94,"0000","0000"
"1606","St. Louis, MO","29189",0,523.61,"0000","0000",0,523.69,"0000","0000",0,505.55,"0000","0000",0,507.76,"0000","0000",0,507.81,"0000","0000",0,507.8,"0000","0000",0,15.85,"0000","0000",0,15.89,"0000","0000"
"1607","Saline, MO","29195",0,764.62,"0000","0000",0,764.59,"0000","0000",0,754.78,"0000","0000",0,755.58,"0000","0000",0,755.55,"0000","0000",0,755.5,"0000","0000",0,9.04,"0000","0000",0,9.04,"0000","0000"
"1608","Schuyler, MO","29197",0,308.18,"0000","0000",0,308.16,"0000","0000",0,308.6,"0000","0000",0,307.89,"0000","0000",0,307.87,"0000","0000",0,307.3,"0000","0000",0,0.29,"0000","0000",0,0.29,"0000","0000"
"1609","Scotland, MO","29199",0,439.29,"0000","0000",0,439.25,"0000","0000",0,438.4,"0000","0000",0,438.5,"0000","0000",0,438.47,"0000","0000",0,436.67,"0000","0000",0,0.79,"0000","0000",0,0.79,"0000","0000"
"1610","Scott, MO","29201",0,426.06,"0000","0000",0,426.04,"0000","0000",0,422.94,"0000","0000",0,421.04,"0000","0000",0,421.01,"0000","0000",0,419.99,"0000","0000",0,5.02,"0000","0000",0,5.03,"0000","0000"
"1611","Shannon, MO","29203",0,1004.05,"0000","0000",0,1003.99,"0000","0000",0,1003.8,"0000","0000",0,1003.9,"0000","0000",0,1003.83,"0000","0000",0,1003.82,"0000","0000",0,0.15,"0000","0000",0,0.15,"0000","0000"
"1612","Shelby, MO","29205",0,502.45,"0000","0000",0,502.43,"0000","0000",0,500.83,"0000","0000",0,500.91,"0000","0000",0,500.93,"0000","0000",0,500.86,"0000","0000",0,1.54,"0000","0000",0,1.49,"0000","0000"
"1613","Stoddard, MO","29207",0,828.99,"0000","0000",0,828.94,"0000","0000",0,815,"0000","0000",0,827.19,"0000","0000",0,827.12,"0000","0000",0,823.22,"0000","0000",0,1.8,"0000","0000",0,1.82,"0000","0000"
"1614","Stone, MO","29209",0,510.95,"0000","0000",0,510.91,"0000","0000",0,450.9,"0000","0000",0,463.27,"0000","0000",0,463.22,"0000","0000",0,464.03,"0000","0000",0,47.68,"0000","0000",0,47.68,"0000","0000"
"1615","Sullivan, MO","29211",0,651.48,"0000","0000",0,651.43,"0000","0000",0,651.45,"0000","0000",0,651,"0000","0000",0,650.95,"0000","0000",0,647.98,"0000","0000",0,0.48,"0000","0000",0,0.48,"0000","0000"
"1616","Taney, MO","29213",0,651.53,"0000","0000",0,651.48,"0000","0000",0,607.76,"0000","0000",0,632.41,"0000","0000",0,632.36,"0000","0000",0,632.44,"0000","0000",0,19.12,"0000","0000",0,19.12,"0000","0000"
"1617","Texas, MO","29215",0,1179.33,"0000","0000",0,1179.24,"0000","0000",0,1180.42,"0000","0000",0,1178.64,"0000","0000",0,1178.54,"0000","0000",0,1177.27,"0000","0000",0,0.69,"0000","0000",0,0.7,"0000","0000"
"1618","Vernon, MO","29217",0,837.11,"0000","0000",0,837.04,"0000","0000",0,836.99,"0000","0000",0,834.02,"0000","0000",0,833.95,"0000","0000",0,826.4,"0000","0000",0,3.09,"0000","0000",0,3.09,"0000","0000"
"1619","Warren, MO","29219",0,437.76,"0000","0000",0,437.74,"0000","0000",0,429.28,"0000","0000",0,431.7,"0000","0000",0,431.31,"0000","0000",0,428.6,"0000","0000",0,6.06,"0000","0000",0,6.43,"0000","0000"
"1620","Washington, MO","29221",0,762.5,"0000","0000",0,762.46,"0000","0000",0,762.23,"0000","0000",0,759.85,"0000","0000",0,759.59,"0000","0000",0,759.91,"0000","0000",0,2.65,"0000","0000",0,2.87,"0000","0000"
"1621","Wayne, MO","29223",0,774.13,"0000","0000",0,774.09,"0000","0000",0,762.41,"0000","0000",0,761.08,"0000","0000",0,761.03,"0000","0000",0,759.18,"0000","0000",0,13.05,"0000","0000",0,13.05,"0000","0000"
"1622","Webster, MO","29225",0,593.74,"0000","0000",0,593.69,"0000","0000",0,593.72,"0000","0000",0,593.41,"0000","0000",0,593.32,"0000","0000",0,592.56,"0000","0000",0,0.33,"0000","0000",0,0.37,"0000","0000"
"1623","Worth, MO","29227",0,266.77,"0000","0000",0,266.75,"0000","0000",0,266.16,"0000","0000",0,266.54,"0000","0000",0,266.52,"0000","0000",0,266.61,"0000","0000",0,0.23,"0000","0000",0,0.23,"0000","0000"
"1624","Wright, MO","29229",0,683.24,"0000","0000",0,683.18,"0000","0000",0,682.3,"0000","0000",0,682.35,"0000","0000",0,682.13,"0000","0000",0,681.77,"0000","0000",0,0.89,"0000","0000",0,1.05,"0000","0000"
"1625","St. Louis city, MO","29510",0,66.15,"0000","0000",0,66.15,"0000","0000",0,61.4,"0000","0000",0,61.93,"0000","0000",0,61.92,"0000","0000",0,61.91,"0000","0000",0,4.22,"0000","0000",0,4.23,"0000","0000"
"1626","MONTANA","30000",0,147046.16,"0000","0000",0,147042.4,"0000","0000",0,145388.15,"0000","0000",0,145556.34,"0000","0000",0,145552.43,"0000","0000",0,145545.8,"0000","0000",0,1489.82,"0000","0000",0,1489.96,"0000","0000"
"1627","Beaverhead, MT","30001",0,5572.35,"0000","0000",0,5572.04,"0000","0000",0,5528.53,"0000","0000",0,5542.62,"0000","0000",0,5542.31,"0000","0000",0,5541.62,"0000","0000",0,29.73,"0000","0000",0,29.73,"0000","0000"
"1628","Big Horn, MT","30003",0,5014.72,"0000","0000",0,5014.65,"0000","0000",0,4982.52,"0000","0000",0,4994.88,"0000","0000",0,4994.81,"0000","0000",0,4995.46,"0000","0000",0,19.84,"0000","0000",0,19.84,"0000","0000"
"1629","Blaine, MT","30005",0,4238.98,"0000","0000",0,4238.92,"0000","0000",0,4257.4,"0000","0000",0,4226.24,"0000","0000",0,4226.18,"0000","0000",0,4227.55,"0000","0000",0,12.74,"0000","0000",0,12.74,"0000","0000"
"1630","Broadwater, MT","30007",0,1238.94,"0000","0000",0,1238.94,"0000","0000",0,1188.52,"0000","0000",0,1191.49,"0000","0000",0,1191.35,"0000","0000",0,1192.54,"0000","0000",0,47.45,"0000","0000",0,47.59,"0000","0000"
"1631","Carbon, MT","30009",0,2062.26,"0000","0000",0,2062.19,"0000","0000",0,2055.94,"0000","0000",0,2048.07,"0000","0000",0,2047.99,"0000","0000",0,2048.79,"0000","0000",0,14.19,"0000","0000",0,14.2,"0000","0000"
"1632","Carter, MT","30011",0,3348.41,"0000","0000",0,3348.29,"0000","0000",0,3342.43,"0000","0000",0,3339.68,"0000","0000",0,3339.57,"0000","0000",0,3340.75,"0000","0000",0,8.73,"0000","0000",0,8.73,"0000","0000"
"1633","Cascade, MT","30013",0,2711.74,"0000","0000",0,2711.65,"0000","0000",0,2698.8,"0000","0000",0,2698.02,"0000","0000",0,2697.9,"0000","0000",0,2698.16,"0000","0000",0,13.72,"0000","0000",0,13.75,"0000","0000"
"1634","Chouteau, MT","30015",0,3997.13,"0000","0000",0,3997,"0000","0000",0,3987.47,"0000","0000",0,3973.43,"0000","0000",0,3973.24,"0000","0000",0,3972.49,"0000","0000",0,23.7,"0000","0000",0,23.76,"0000","0000"
"1635","Custer, MT","30017",0,3793.37,"0000","0000",0,3793.22,"0000","0000",0,3775.91,"0000","0000",0,3783.28,"0000","0000",0,3783.13,"0000","0000",0,3783.36,"0000","0000",0,10.09,"0000","0000",0,10.09,"0000","0000"
"1636","Daniels, MT","30019",0,1426.57,"0000","0000",0,1426.52,"0000","0000",0,1426.9,"0000","0000",0,1426.14,"0000","0000",0,1426.09,"0000","0000",0,1426.11,"0000","0000",0,0.43,"0000","0000",0,0.43,"0000","0000"
"1637","Dawson, MT","30021",0,2383.23,"0000","0000",0,2383.13,"0000","0000",0,2374.03,"0000","0000",0,2373.27,"0000","0000",0,2373.14,"0000","0000",0,2371.87,"0000","0000",0,9.96,"0000","0000",0,9.99,"0000","0000"
"1638","Deer Lodge, MT","30023",0,741.27,"0000","0000",0,741.16,"0000","0000",0,740.21,"0000","0000",0,736.93,"0000","0000",0,736.98,"0000","0000",0,736.53,"0000","0000",0,4.34,"0000","0000",0,4.19,"0000","0000"
"1639","Fallon, MT","30025",0,1623.06,"0000","0000",0,1623.02,"0000","0000",0,1622.86,"0000","0000",0,1620.37,"0000","0000",0,1620.33,"0000","0000",0,1620.77,"0000","0000",0,2.69,"0000","0000",0,2.69,"0000","0000"
"1640","Fergus, MT","30027",0,4350.51,"0000","0000",0,4350.36,"0000","0000",0,4340.14,"0000","0000",0,4339.31,"0000","0000",0,4339.17,"0000","0000",0,4339.8,"0000","0000",0,11.2,"0000","0000",0,11.2,"0000","0000"
"1641","Flathead, MT","30029",0,5256.6,"0000","0000",0,5256.45,"0000","0000",0,5112.36,"0000","0000",0,5098.6,"0000","0000",0,5098.34,"0000","0000",0,5087.66,"0000","0000",0,158,"0000","0000",0,158.11,"0000","0000"
"1642","Gallatin, MT","30031",0,2532.73,"0000","0000",0,2631.84,"0000","0000",0,2509.78,"0000","0000",0,2506.85,"0000","0000",0,2605.84,"0000","0000",0,2602.69,"0000","0000",0,25.88,"0000","0000",0,26,"0000","0000"
"1643","Garfield, MT","30033",0,4847.66,"0000","0000",0,4847.54,"0000","0000",0,4491.16,"0000","0000",0,4668.18,"0000","0000",0,4668.06,"0000","0000",0,4675.36,"0000","0000",0,179.48,"0000","0000",0,179.48,"0000","0000"
"1644","Glacier, MT","30035",0,3037.12,"0000","0000",0,3037.11,"0000","0000",0,2994.46,"0000","0000",0,2994.75,"0000","0000",0,2994.72,"0000","0000",0,2995.94,"0000","0000",0,42.37,"0000","0000",0,42.39,"0000","0000"
"1645","Golden Valley, MT","30037",0,1176.42,"0000","0000",0,1176.4,"0000","0000",0,1171.69,"0000","0000",0,1175.32,"0000","0000",0,1175.3,"0000","0000",0,1175.34,"0000","0000",0,1.1,"0000","0000",0,1.1,"0000","0000"
"1646","Granite, MT","30039",0,1733.17,"0000","0000",0,1733.11,"0000","0000",0,1729.19,"0000","0000",0,1727.52,"0000","0000",0,1727.44,"0000","0000",0,1727.42,"0000","0000",0,5.65,"0000","0000",0,5.67,"0000","0000"
"1647","Hill, MT","30041",0,2916.07,"0000","0000",0,2916.05,"0000","0000",0,2897.29,"0000","0000",0,2896.38,"0000","0000",0,2896.36,"0000","0000",0,2898.96,"0000","0000",0,19.69,"0000","0000",0,19.69,"0000","0000"
"1648","Jefferson, MT","30043",0,1658.89,"0000","0000",0,1658.83,"0000","0000",0,1656.52,"0000","0000",0,1656.7,"0000","0000",0,1656.64,"0000","0000",0,1656.26,"0000","0000",0,2.19,"0000","0000",0,2.19,"0000","0000"
"1649","Judith Basin, MT","30045",0,1870.75,"0000","0000",0,1870.71,"0000","0000",0,1870.72,"0000","0000",0,1869.89,"0000","0000",0,1869.85,"0000","0000",0,1869.82,"0000","0000",0,0.86,"0000","0000",0,0.86,"0000","0000"
"1650","Lake, MT","30047",0,1653.75,"0000","0000",0,1653.72,"0000","0000",0,1444.93,"0000","0000",0,1493.81,"0000","0000",0,1493.77,"0000","0000",0,1490.15,"0000","0000",0,159.94,"0000","0000",0,159.95,"0000","0000"
"1651","Lewis and Clark, MT","30049",0,3497.63,"0000","0000",0,3497.56,"0000","0000",0,3461.3,"0000","0000",0,3461.03,"0000","0000",0,3460.96,"0000","0000",0,3458.83,"0000","0000",0,36.6,"0000","0000",0,36.6,"0000","0000"
"1652","Liberty, MT","30051",0,1447.18,"0000","0000",0,1447.19,"0000","0000",0,1426.45,"0000","0000",0,1429.8,"0000","0000",0,1429.76,"0000","0000",0,1430.05,"0000","0000",0,17.38,"0000","0000",0,17.44,"0000","0000"
"1653","Lincoln, MT","30053",0,3675.22,"0000","0000",0,3675.11,"0000","0000",0,3615.86,"0000","0000",0,3612.79,"0000","0000",0,3612.67,"0000","0000",0,3612.92,"0000","0000",0,62.43,"0000","0000",0,62.44,"0000","0000"
"1654","McCone, MT","30055",0,2682.84,"0000","0000",0,2682.77,"0000","0000",0,2626.24,"0000","0000",0,2642.59,"0000","0000",0,2642.53,"0000","0000",0,2643.17,"0000","0000",0,40.25,"0000","0000",0,40.25,"0000","0000"
"1655","Madison, MT","30057",0,3602.93,"0000","0000",0,3602.85,"0000","0000",0,3589.77,"0000","0000",0,3586.63,"0000","0000",0,3586.54,"0000","0000",0,3587.48,"0000","0000",0,16.3,"0000","0000",0,16.31,"0000","0000"
"1656","Meagher, MT","30059",0,2394.87,"0000","0000",0,2394.83,"0000","0000",0,2392.07,"0000","0000",0,2391.85,"0000","0000",0,2391.82,"0000","0000",0,2391.91,"0000","0000",0,3.02,"0000","0000",0,3.02,"0000","0000"
"1657","Mineral, MT","30061",0,1223.43,"0000","0000",0,1223.38,"0000","0000",0,1215.96,"0000","0000",0,1219.87,"0000","0000",0,1219.82,"0000","0000",0,1219.44,"0000","0000",0,3.56,"0000","0000",0,3.56,"0000","0000"
"1658","Missoula, MT","30063",0,2618.39,"0000","0000",0,2618.34,"0000","0000",0,2582.28,"0000","0000",0,2598.21,"0000","0000",0,2597.97,"0000","0000",0,2593.42,"0000","0000",0,20.18,"0000","0000",0,20.37,"0000","0000"
"1659","Musselshell, MT","30065",0,1870.94,"0000","0000",0,1870.91,"0000","0000",0,1870.6,"0000","0000",0,1867.18,"0000","0000",0,1867.15,"0000","0000",0,1868.16,"0000","0000",0,3.76,"0000","0000",0,3.76,"0000","0000"
"1660","Park, MT","30067",0,2666.73,"0000","0000",0,2813.59,"0000","0000",0,2664.66,"0000","0000",0,2656.16,"0000","0000",0,2802.41,"0000","0000",0,2803.06,"0000","0000",0,10.57,"0000","0000",0,11.18,"0000","0000"
"1661","Petroleum, MT","30069",0,1674.05,"0000","0000",0,1674.01,"0000","0000",0,1651.96,"0000","0000",0,1653.94,"0000","0000",0,1653.9,"0000","0000",0,1654.87,"0000","0000",0,20.11,"0000","0000",0,20.11,"0000","0000"
"1662","Phillips, MT","30071",0,5212.22,"0000","0000",0,5212.17,"0000","0000",0,5130.33,"0000","0000",0,5139.88,"0000","0000",0,5139.57,"0000","0000",0,5140.04,"0000","0000",0,72.34,"0000","0000",0,72.6,"0000","0000"
